title,artist,year,date
Four Prints,Paul Laidler,NA,NA
Espresso Cup,Emma Gillies,NA,NA
Untitled,Hilary A. Fisher,NA,NA
Extra Light Shoe,Eden Hawkins,NA,NA
Reclining Female Nude,Dorothy Durward,NA,NA
Still Life with Peonies,Anne Redpath,NA,NA
Face on Water,Paul Furneaux,NA,NA
Standing Female Nude,Sheena McEwan,NA,NA
Seated Female Nude,Unknown,NA,NA
Circus,Margaret A Leake,NA,NA
Landscape,Donald Clark,NA,NA
Untitled - Drawing of a Girl Sitting in Profile,Gordon Bryce,NA,NA
El Portento,Edward A. Gage or Valerie A. Cockburn (Gage),NA,NA
Untitled - Two Chefs,Angus C. A. Hood,NA,NA
Seated Female Nude,Barbara Strachan,NA,NA
Horse,Emma Gillies,NA,NA
Unknown,William MacLaren,NA,NA
Turquoise and Pink,Maureen Marshall,NA,NA
Self,Senga Guthrie,NA,NA
Untitled,Unknown,NA,NA
Seated Male Nude with Glasses,Gregory Lummell,NA,NA
Portrait of a Woman,Peter McGinn,NA,NA
Unknown,Unknown,NA,NA
Portrait of a Woman,Peter Stitt,NA,NA
Whale,Bridget Steed,NA,NA
Untitled,Simon Yuill,NA,NA
Standing Female Nude,Victorine Anne Schilsky,NA,NA
Kneeling Nude Male,Catherine Banchop,NA,NA
"St. Martins Bridge, Toledo",William Wilson,NA,NA
Still Life,Scott Murray,NA,NA
Autumn,Robert S. Crozier,NA,NA
Patrick Nuttgens,Llewella C. Brayne,NA,NA
Standing Male Nude,James C. Y. Gavin,NA,NA
Ayrshire Christening robe,Unknown,NA,NA
Untitled,Jean M. A. Conacher,NA,NA
Still Life,Lorna McIntosh,NA,NA
Untitled,Robert Maclaurin,NA,NA
Portrait of a Boy Seated,Norma Macgregor,NA,NA
Highstreet Harlesden,Gordon Bryce,NA,NA
Riders from South Frieze of the Parthenon,NA,NA,NA
Babies constructed bonnet,Unknown,NA,NA
Unknown,Alan J Mcleod,NA,NA
Riders from the West Frieze of the Parthenon,NA,NA,NA
Portrait of a Woman,Ann Forbes,NA,NA
Sweden - Fishing for Str⁯ömming,Ann F Ward,NA,NA
Seated Woman holding Hat,John Bellany,NA,NA
Vase,Emma Gillies,NA,NA
Study for Life Painting,Andrew Smith,NA,NA
Portrait of a Man in a Flat Cap,John Milligan,NA,NA
Untitled,Gillian Mather,NA,NA
Untitled,Jennifer C. Lindsay,NA,NA
Untitled,Crosier,NA,NA
Dining Table,John Houston,NA,NA
Untitled,Isobel Jack,NA,NA
Dark Room with Blue Wall and Picture,Elizabeth Gourlay,NA,NA
Magpie,Jane V Hyslop,NA,NA
Male Portrait,Peter McGinn,NA,NA
Thick Pale Green,Unknown,NA,NA
Untitled - Nude Female Sitting,Geoffrey J Roper,NA,NA
Untitled,Robert L Snowden,NA,NA
Landscape,Beth D. Mitchell,NA,NA
Untitled,Kirkland Main,NA,NA
Unknown,John Nelson,NA,NA
Untitled,Kate McKenzie,NA,NA
Untitled,W. Douglas,NA,NA
Portrait of a Woman,L Braque,NA,NA
100 Billion Suns,Katie Paterson,NA,NA
Portrait of a Man,Firth,NA,NA
Car Crash,Tim Stott,NA,NA
Unknown,Unknown,NA,NA
Untitled,John Fraser,NA,NA
Unknown,Unknown,NA,NA
Unknown,Francis Convery,NA,NA
Unknown,James Bowman,NA,NA
Milkweed,Margaret Lowengrund,NA,NA
Saucer,Emma Gillies,NA,NA
Portrait of a Woman,D Stewart Lowdon,NA,NA
Untitled - Woman with Bun,Iona Murray,NA,NA
Portrait of a Man Seated,Paul Furneaux,NA,NA
Riders from the West Frieze of the Parthenon,NA,NA,NA
Untitled,Joanna [Coffin?],NA,NA
Cryptogam,Unknown,NA,NA
Reclining Nude,James P W Syme,NA,NA
Three Street Views,Unknown,NA,NA
Study for completed image,Vivien Alexander,NA,NA
Lovers and birds,Norman Thom,NA,NA
Untitled,F. Milner,NA,NA
Unknown,Muriel Davidson,NA,NA
3.a Clarendon serif,Anthony Benjamin,NA,NA
Camp II,Reinhard Behrens,NA,NA
Portrait of the sad bed,Jan Vaibaraite,NA,NA
Four Standing Male Nudes,Derek Shiel,NA,NA
Untitled - Portrait of Girl in Glasses,Laura McPherson,NA,NA
Altarpiece of the Coronation of the Virgin,Unknown,NA,NA
Unknown,George Bain,NA,NA
Untitled - Woman in Pigtails,Julia A M Barnard,NA,NA
"Small Classical Head, possibly Apollo",NA,NA,NA
Seated Female Nude,Edith Fraser,NA,NA
Portrait of Seated Man in Uniform Holding Pipe,Frances Walker,NA,NA
Untitled,Roy M. W. Cameron,NA,NA
Jug,Emma Gillies,NA,NA
Unknown,Eric Forrest,NA,NA
Untitled,Johan Wahlgren,NA,NA
Standing Male Nude,John Houston,NA,NA
Woman with Pink Hair,H Rogers,NA,NA
Seated Female Nude,Kirkland Main,NA,NA
Discobolus,Unknown,NA,NA
Unknown,George Bain,NA,NA
Car Interior,Elise Brown,NA,NA
Untitled,Unknown,NA,NA
Unknown,George H McIntosh,NA,NA
Small Anatomical Figure,NA,NA,NA
Unknown,George Roderick Carmichael,NA,NA
St James the Greater,Unknown,NA,NA
Portrait of a Man,David Michie,NA,NA
Unknown,Ruth Stiven,NA,NA
Untitled,Caroline Rose,NA,NA
The Sons of Usnach at Chess,John B Vallely,NA,NA
Unknown,Unknown,NA,NA
Untitled,Dorothy Black,NA,NA
Reclining Male Nude,Sybil Erskine,NA,NA
Untitled,Brian Caster,NA,NA
Extended Effect,Karin Nogva,NA,NA
Untitled,Thora Clyne,NA,NA
Fish and Circles,Wilhelmina Barns-Graham CBE HRSA HRSW,NA,NA
Unknown,Unknown,NA,NA
Untitled,Richard Easson,NA,NA
Untitled - Nude Woman with Legs Folded,Laura McPherson,NA,NA
3D impressing,Jenn Schmidt,NA,NA
Lucca,J. C. Grant Duncan,NA,NA
Portrait of Sleeping Woman,Sheena McEwan,NA,NA
Coronation Jug,Mollie E N Langlands,NA,NA
Untitled,Unknown,NA,NA
Standing Female Nude and Stool,Catherine Banchop,NA,NA
Untitled - Figure Drawing in Charcoal of Girl in Jumper,William Gillon,NA,NA
Notations: Edinburgh,India Elizabeth Cawley Gelling,NA,NA
Seated Woman in Blanket,William Gillon,NA,NA
Riders from South Frieze of the Parthenon,NA,NA,NA
View of a Caravan,Peter McGoldrick,NA,NA
1.,Anthony Benjamin,NA,NA
Unknown,Unknown,NA,NA
Untitled,Unknown,NA,NA
Untitled,Antonio Marcos Martin,NA,NA
Drawing of a Man in a Suit seated on a stool,Albert Robson,NA,NA
Untitled - Figure Drawing of A Man with Crossed Arms,Alfons B. Jasinski,NA,NA
Untitled,David Hosie,NA,NA
"Coast of Aubrey, Largs",Karen Guthrie,NA,NA
"Head of a Young Girl, 1465",Unknown,NA,NA
Street Scene,Peter Pretsell,NA,NA
Fox Watch No.1,Alan Davie,NA,NA
Near Limoges,Jo Ganter,NA,NA
Reclining Female Nude,Jean Richie,NA,NA
Untitled,Anne Slater,NA,NA
Untitled - Self-Portrait,Arthur J Baglee,NA,NA
Untitled,Garry Marshall,NA,NA
Seated Skeleton,Peter McGinn,NA,NA
Portrait of a Woman,NA,NA,NA
Standing Female Nude,V Brutt,NA,NA
Untitled,Dr Ainslie Yule,NA,NA
Portrait - Male,Alexander Cree,NA,NA
Replica cast,Unknown,NA,NA
Colourful Landscape with Monoliths,Jacqueline A N Stieger,NA,NA
Unknown,Margaret C. Ogilvy,NA,NA
Untitled,Patricio Esteban Briceno,NA,NA
Horses and men,NA,NA,NA
Landscape,James P W Syme,NA,NA
Untitled,Unknown,NA,NA
Standing Male Nude,Alan Dempster,NA,NA
Standing Male Nude with staff,Adam Robson,NA,NA
Unknown,Unknown,NA,NA
Untitled - Sitting Figure,Victoria A. James,NA,NA
Music is art that colour your life with feelings,Rumi Augusta Nogua,NA,NA
Posts in the Landscape,Allison E Sharpe,NA,NA
Birds & Peonies,Asuka Ohsawa,NA,NA
Unknown,Hugh Deans,NA,NA
Portrait of a Woman,John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,NA,NA
Untitled,Rachel Hill,NA,NA
Unknown,Robert Hamilton Dalrymple,NA,NA
Untitled - Abstract Cathedral,Vivien Alexander,NA,NA
Untitled,Jennifer C. Lindsay,NA,NA
Portrait of Joe,Gordon Bryce,NA,NA
Abstract on Blue*,Unknown,NA,NA
Untitled,Derek Reid,NA,NA
Unknown,Unknown,NA,NA
Portrait of a Woman,Roger Cameron,NA,NA
Snowed Under,John Brown,NA,NA
Forth Shore II,Gwyneth M. Leech,NA,NA
Untitled - Nighttime Scene of the City and River,Geoffrey J Roper,NA,NA
Untitled,Carol Handyside,NA,NA
Seated Female Nude,Andrew Restall,NA,NA
Portrait of a Seated Woman,Robin Forrester,NA,NA
Portrait of a Man,NA,NA,NA
Interior,Brian D. Henderson,NA,NA
Farmer with Scythe,John Houston,NA,NA
Composition with Wire Form,John Maclean,NA,NA
"Trawlers, Granton Harbour",John W. Corner,NA,NA
Seated Nude Woman,Albert Robson,NA,NA
Monochrome Cityscape,Martin Churchill,NA,NA
Untitled - Chickens,Janette Brown,NA,NA
A Picture of a Small Dog Going on a Long Journey,Margaret Clyde,NA,NA
Portrait of a Woman,V Thomson,NA,NA
"Unknown, abstract",Amy Marshall,NA,NA
Harbour scene,Derek Maguire,NA,NA
Interior and Window,Karol Prentice,NA,NA
Untitled - Portrait of a Woman with Short Hair,Gavin Waddell,NA,NA
Untitled,Unknown,NA,NA
Seated Man Playing a Stringed Instrument,Douglas Kerr,NA,NA
Two Circus Acts in One,Seong Moy,NA,NA
Self Portrait in White Apron,Unknown,NA,NA
Nude in Sunlight,Gwen W. Hardie,NA,NA
Unknown,Betty Elston,NA,NA
Untitled,James Goodall,NA,NA
Seated Female Nude,Leszek Muszynski,NA,NA
Untitled,Robert Rivers,NA,NA
Unknown,Unknown,NA,NA
Volterra,William Crozier 1893-1930,NA,NA
Untitled - Reclining Nude Woman in Pastel,Gordon Bryce,NA,NA
Unknown,Hazel Holmes,NA,NA
Untitled,Madelene R Galloway,NA,NA
Modulated Joy #1,Ed Compson,NA,NA
Shimmurmur,James Bellinger,NA,NA
Reclining goddesses from the Parthenon,Westmacott,NA,NA
Untitled,Chris Holmes,NA,NA
Untitled,Robert Henderson Blyth,NA,NA
Portrait of a Woman,D Forest,NA,NA
Goddess Nike unfasterning her sandal,Vincent Butler,NA,NA
Performing Labour in an Industrial Setting I,Aisling Ward,NA,NA
Nugget,Charlotte Roseberry,NA,NA
Seated Female Nude,R Williamson,NA,NA
Costume Study,Alexander Cree,NA,NA
Untitled,John Bellany,NA,NA
Cello playing Clown,William Gillon,NA,NA
Seated Male Nude with Sword,Fiona C MacCormick,NA,NA
Drawing of a Skeleton,David Young,NA,NA
Untitled,Unknown,NA,NA
Firenze Winter,Beatrice Patricia Grimshaw,NA,NA
Untitled - Portrait of a Female with Fringe,Irene G. Thomson,NA,NA
Untitled,Victoria C F Bernie,NA,NA
Edinburgh College of Art War Memorial,"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA",NA,NA
Plate,Emma Gillies,NA,NA
Vojna Tajna,Boris Bućan,NA,NA
Fragment of foliated frieze,Unknown,NA,NA
Rebecca Crompton tray,Rebecca Crompton,NA,NA
Plate,Emma Gillies,NA,NA
Plate,Emma Gillies,NA,NA
Unknown,Rosemary Bagshaw,NA,NA
Bathers,Vivien Alexander,NA,NA
Untitled - Man in Glasses Reading,Sophie J Brown,NA,NA
Study for Two Figure Composition,Douglas Baxter,NA,NA
Unknown,Marjorie Wallace,NA,NA
Seated Female Nude,Rosemary Schofield,NA,NA
City Beyond,John Picking,NA,NA
Untitled,Kevin Maguire,NA,NA
Reclining Nude,Laura Nye,NA,NA
Reclining Female Nude,Gwendoline Rodger,NA,NA
Studio Interior,Hilary A. Fisher,NA,NA
Cantoria,Unknown,NA,NA
Lillian Willey collar,Lilian Willey,NA,NA
Seated Female Nude,Priscilla McEwan,NA,NA
Untitled,Kerys Ellery,NA,NA
Unknown,Eleanora Borrie,NA,NA
Untitled,Unknown,NA,NA
Tree-lined Lane,Garry Marshall,NA,NA
Portrait of a Woman,W Bryden,NA,NA
Unknown,J Brown,NA,NA
"Nylqhare, Whipsnade",Mabel D. Lawford,NA,NA
Unknown,John W. Corner,NA,NA
Unknown,John Gilbert,NA,NA
Head of a Companion of Odysseus,Unknown,NA,NA
Unknown,Betty Elston,NA,NA
Unknown,Valerie A. Cockburn (Gage),NA,NA
Inscription Panel from Trajan's Column,Unknown,NA,NA
Study for picture 'Waking of Brynhildr',Pavlov Chailly,NA,NA
Picnic at the New Bridge,Alexander Moffat,NA,NA
Portrait of a Seated Man,Finlay Purvis,NA,NA
Portrait of a Seated Woman,Sandra Miller,NA,NA
Espresso Saucer,Emma Gillies,NA,NA
Standing Male Nude leaning on a Plinth,George Mackintosh,NA,NA
Unknown,John Gilbert,NA,NA
Drawing of a Young Woman,Sheila Percival,NA,NA
Unknown,Andrew Parkinson,NA,NA
Untitled,Irene Thomson,NA,NA
Untitled,John Fraser,NA,NA
Seated Man in Period Costume,Wilson,NA,NA
Unknown,Marjorie Wallace,NA,NA
Viennese embroidery in frame,Unknown,NA,NA
Needlebook,Winsome Douglass,NA,NA
Georgian waistcoat,Unknown,NA,NA
Untitled,Helen G. S Forde,NA,NA
Untitled - Abstract Portrait of King,John Mitchell,NA,NA
Unknown,Norman Macdonald,NA,NA
Untitled - Bikes in a Garage,Heidi J P Kosaniuk,NA,NA
Untitled,James M. Fraser,NA,NA
Untitled,Robert Rivers,NA,NA
Untitled - Old Woman,Norman Orr,NA,NA
Blue and Green*,George M. Donald,NA,NA
Untitled,Victoria Bimie,NA,NA
Unknown,John P Busby,NA,NA
Plate,Emma Gillies,NA,NA
Portrait of a Man,Graeme Murray,NA,NA
Untitled,W. Douglas,NA,NA
Unknown,Eric Forrest,NA,NA
Female Nude,David Michie,NA,NA
Drawing of a Woman,Sheila Percival,NA,NA
Life-Drawing,Robert Heriot Westwater,NA,NA
The Berwick Law,Wendy McMurdo,NA,NA
Female Nude in Landscape with Union Jack,William Gillon,NA,NA
Untitled,John Picking,NA,NA
Unknown,James N. Hardie,NA,NA
Skeleton and Flowers,Peter Standen,NA,NA
Untitled - Sitting Woman with a Fringe,William Gillon,NA,NA
Untitled,Roy M. W. Cameron,NA,NA
Portrait of a Man,J Shillabeer,NA,NA
Untitled,Unknown,NA,NA
"Lloret de Mar, Costa Brava",Joan F. Biggins,NA,NA
Untitled,Unknown,NA,NA
Unknown,Carolyn Wall,NA,NA
Man in Black,Claudia Petretti,NA,NA
Untitled,Alison Keith,NA,NA
Architectural Interior,Katherine Binns,NA,NA
Portrait of a Woman,John Johnstone,NA,NA
Seated Woman,Ruari MacLeod,NA,NA
Portrait of a Standing Woman,Albert Robson,NA,NA
Step 1,Maria Hadam,NA,NA
Graveyard and Church,John Brown,NA,NA
Untitled,Sarah Ryan,NA,NA
Untitled,Carra McNeil,NA,NA
Abstract Composition in Green with Curved Recess,George M. Donald,NA,NA
"Circus people in restaurant, Ravenna",Peter McGinn,NA,NA
Seated Figure in Striped Top,Alastair R. W. Hearsum,NA,NA
Squeeeeeze,Ruoyan Wang,NA,NA
Untitled,Isobel Jack,NA,NA
Untitled,Margaret Clyde,NA,NA
Untitled,Unknown,NA,NA
Head of Niccolo da Uzzano,NA,NA,NA
Coastal Village with Church,Unknown,NA,NA
Unknown,Unknown,NA,NA
Unknown,Douglas Gordon,NA,NA
Untitled,Claire Lindsay,NA,NA
Standing Male Nude,James H Donaldson,NA,NA
Drawn from Nature,Unknown,NA,NA
Abstract,James B. Thomson,NA,NA
Riders from the North Frieze of the Parthenon,NA,NA,NA
Untitled - Life Drawing of Reclining Female in Dress,Isobel T Johnstone,NA,NA
Unknown,R Wiatrek,NA,NA
Espresso Saucer,Emma Gillies,NA,NA
"Temple Cottage, Temple, View of Garden",Sir William George Gillies,NA,NA
Unknown,Forrest,NA,NA
Portrait of a Woman,Jane V Hyslop,NA,NA
Untitled,Margot Thomson,NA,NA
Notes for Final Composition,Unknown,NA,NA
Untitled - Bird Cage,Norman Orr,NA,NA
Untitled,Hannah Mulder,NA,NA
Venus Marina,Unknown,NA,NA
Untitled,T. Watson,NA,NA
Portrait of a Man,Grace Nichol,NA,NA
Untitled,Peter Pretsell,NA,NA
Untitled,Underwood,NA,NA
Landscape,Alison Hutton,NA,NA
Reclining Male Nude,David Rifat,NA,NA
Untitled,Leslie Johns,NA,NA
Unknown,Hazel McGlashan,NA,NA
Untitled,Jock Nicol,NA,NA
Ship in Dry Dock,Graham High,NA,NA
Landscape,Sheena McEwan,NA,NA
Untitled,Kerri Stean,NA,NA
Portrait of a Woman's Head,Erica M Thomas,NA,NA
Sugar Bowl,Emma Gillies,NA,NA
Abstract,C Pulsford,NA,NA
Untitled,Maria Garbolewska,NA,NA
Portrait of a Young Woman Sketching,Denness Morton,NA,NA
Untitled - Hogs in a Butcher Shop,Heidi J P Kosaniuk,NA,NA
Steady Hands,Inês-Hermione Mulford,NA,NA
Chinese damask robe,Unknown,NA,NA
Landscape with Resting Harvesters,John Houston,NA,NA
Cow in Interior,Brent Miller,NA,NA
Tantallon,Gwyneth M. Leech,NA,NA
Standing Male Nude,Lesley Crawford,NA,NA
Portrait of an Elderly Man,Ian Short,NA,NA
Wall hanging,Winsome Douglass,NA,NA
On Beinn na Lice,Hazel Holmes,NA,NA
Standing Male Nude,David Rifat,NA,NA
Unknown,Donald Clark,NA,NA
Opuntia Alburdina,Jane Watt,NA,NA
Portrait of a Seated Figure,Alan Alexander,NA,NA
Architectural Frieze with Lion's Head,Unknown,NA,NA
Unknown,Andrew P. W. Conkie,NA,NA
Untitled - Still Life of Kitchen Table in Red,William O. Little,NA,NA
Untitled,Frances Sander,NA,NA
Unknown,Rosemary Bagshaw,NA,NA
Portrait of a Woman,Isobel T Johnstone,NA,NA
Seated Goddesses from the Parthenon,Westmacott,NA,NA
Shouting Boys,Karol Prentice,NA,NA
Landscape with Bridge and Loch,Renny J. Tait,NA,NA
Portrait of a Boy,Peter McGinn,NA,NA
Portrait of a Man,Robin E. Bownass,NA,NA
Grumpy Hansel,Unknown,NA,NA
Untitled - Figured Drawing of Woman in Early Ninteenth Century Costume,Gordon Bryce,NA,NA
Unknown,Unknown,NA,NA
Untitled - Front of boat,John H McKerrell,NA,NA
Riders from the North Frieze of the Parthenon,NA,NA,NA
Untitled,Allan W. Robson,NA,NA
Unknown,Alison E. H. Stuart,NA,NA
Untitled,Robert Rivers,NA,NA
Untitled,Ruth Stiven,NA,NA
Reclining Male Nude,John Houston,NA,NA
Teacup,Emma Gillies,NA,NA
Abstract with Blue Stripes,Ian G. Robertson,NA,NA
Untitled,Joanna [Coffin?],NA,NA
Standing Male Nude,Richard McNeill,NA,NA
Untitled,R. Sander,NA,NA
Untitled,Unknown,NA,NA
Portrait of Woman Seated,Alan Alexander,NA,NA
Roko I Cicibela,Boris Bućan,NA,NA
Anatomy Test Jeckon H,Maureen Dawson,NA,NA
Black Sitka,William Johnstone,NA,NA
Female Nude Adjusting Shoe,John Thompson,NA,NA
East Frieze of the Parthenon Frieze,NA,NA,NA
Untitled,Phoebe Mitchell,NA,NA
Angel with hand raised in blessing,Unknown,NA,NA
Standing Male Nude,Unknown,NA,NA
Untitled,Jodie Pear,NA,NA
In Edinburgh Carnival '65,Kenneth R Duffy,NA,NA
Portrait of a Man,Pauline Ken,NA,NA
Espresso Saucer,Emma Gillies,NA,NA
Espresso Cup,Emma Gillies,NA,NA
Untitled,Marissa Grassie,NA,NA
"Street scene from the window, Florence, 1947",Marjorie Wallace,NA,NA
Emerging,Paul Furneaux,NA,NA
Orange and Lemon Playing Games I,CBE HRSA HRSW Wilhelmina Barns-Graham,NA,NA
Five Views of a Seated Woman,Jacqueline A N Stieger,NA,NA
Untitled,Michael Jannarelli,NA,NA
Untitled,Forde,NA,NA
Espresso Cup,Emma Gillies,NA,NA
Brass moths and bees,Jessica Gasson,NA,NA
Untitled,Glen M. K. Onwin,NA,NA
Figure with Hanging Clothes,Dorothy W. Baillie,NA,NA
Unknown,George Roderick Carmichael,NA,NA
Untitled,Carolyn Muskat,NA,NA
Untitled,Gerard McGeary,NA,NA
The Deposition,Roy M. W. Cameron,NA,NA
Unknown,Janette Brown,NA,NA
Unknown,Marjorie Wallace,NA,NA
Drawing of a Seated Woman,William Smith,NA,NA
Portrait of a Woman,Irene M. Fotheringham,NA,NA
Jug,Emma Gillies,NA,NA
The King and I,Daniel Cook,NA,NA
Unititled,Ian Johnstone,NA,NA
Unknown,Rosemary Gray,NA,NA
Unknown,Muriel Davidson,NA,NA
Kathlee Russell,Kathleen Russell,NA,NA
Leprosy Capital,Paul J Donaldson,NA,NA
Autaina/Aartaina,Tulf Guanay,NA,NA
Unknown,Rupert F C Cracknell,NA,NA
Untitled,Maureen Dawson,NA,NA
Unknown,James T. Ferguson,NA,NA
Portrait of Molly Langlands,Alistair Fairweather,NA,NA
Printmaking and Print Collecting 1500-1700,Unknown,NA,NA
Untitled,Colin A. Lawson,NA,NA
Unknown,Ian Robertson,NA,NA
Standing Female Nude,Zygmunt Bukowski,NA,NA
Standing Female Nude,R G Browne,NA,NA
Portrait of a Man,Kirkland Main,NA,NA
"Painting, Sculpture and Tapestry exhibition poster",Unknown,NA,NA
Society Reproduces Doubt,Molly Kent,NA,NA
Young Boy,Roger Cameron,NA,NA
Untitled,Gordon Brennan,NA,NA
Untitled,Matt Gamber,NA,NA
Portrait of a Man,Helmut F G Petzsch,NA,NA
Unknown,Colin Brown,NA,NA
Figures in an Interior,H Rogers,NA,NA
Unknown,Alan Lefley,NA,NA
Standing Nude in Bathroom,Ian West,NA,NA
Don Quixote,Unknown,NA,NA
Interior Scene of a Bar,Alastair Flattely,NA,NA
Drawing of a Man in a Suit,Albert Robson,NA,NA
Portrait of a Man in Profile,Helmut F G Petzsch,NA,NA
The Potato-Sorters,Allan W. Robson,NA,NA
Seated Female Nude,George H McIntosh,NA,NA
Portrait of a Woman,Dorothy Durward,NA,NA
Chair seat,Unknown,NA,NA
Landscape with Rocks and Trees,Trevor Stubley,NA,NA
Portrait Bust,Unknown,NA,NA
Figure of Dionysos from the Parthenon,Westmacott,NA,NA
The Sun Dissolves while Man Looks Away from the Unborn Child Mesmerized by the New Technologies,"Eduardo Luigi Paolozzi KBE, RA",NA,NA
Unknown,Hugh Deans,NA,NA
